Epoch,Time(sec),AvgTime(sec),TrainLoss,ValLoss,BestValLoss,LR
106,12.84,12.78,0.010966,0.011525,0.011387,0.000010
107,12.81,12.78,0.011016,0.011481,0.011387,0.000010
108,12.93,12.78,0.011045,0.011377,0.011377,0.000010
109,12.83,12.78,0.010913,0.011470,0.011377,0.000010
110,12.85,12.78,0.010917,0.011336,0.011336,0.000010
111,12.94,12.78,0.010858,0.011313,0.011313,0.000010
112,12.80,12.78,0.010840,0.011345,0.011313,0.000010
113,12.86,12.78,0.010798,0.011288,0.011288,0.000010
114,12.80,12.78,0.010828,0.011468,0.011288,0.000010
115,12.86,12.79,0.010807,0.011356,0.011288,0.000010
116,12.88,12.79,0.011202,0.011261,0.011261,0.000010
117,12.86,12.79,0.010934,0.011254,0.011254,0.000010
118,12.89,12.79,0.010872,0.011445,0.011254,0.000010
119,12.88,12.79,0.010802,0.011157,0.011157,0.000010
120,12.87,12.79,0.010759,0.011152,0.011152,0.000010
