Epoch,Time(sec),AvgTime(sec),TrainLoss,ValLoss,BestValLoss,LR
92,14.04,14.21,0.013663,0.013399,0.013326,0.000005
93,14.19,14.21,0.013481,0.013116,0.013116,0.000005
94,14.14,14.21,0.013446,0.013016,0.013016,0.000005
95,14.09,14.21,0.013306,0.013374,0.013016,0.000005
96,14.05,14.20,0.013266,0.013049,0.013016,0.000005
97,14.11,14.20,0.013249,0.013129,0.013016,0.000005
98,14.14,14.20,0.013149,0.013284,0.013016,0.000005
99,14.17,14.20,0.013157,0.012662,0.012662,0.000005
100,14.15,14.20,0.013003,0.012602,0.012602,0.000005
101,14.12,14.20,0.012937,0.013420,0.012602,0.000005
102,14.07,14.20,0.012942,0.012763,0.012602,0.000005
103,14.17,14.20,0.012807,0.012356,0.012356,0.000005
104,14.10,14.20,0.012824,0.013027,0.012356,0.000005
105,14.15,14.20,0.012810,0.012597,0.012356,0.000005
106,14.07,14.20,0.012637,0.012452,0.012356,0.000005
107,14.18,14.20,0.012610,0.012660,0.012356,0.000005
108,14.18,14.20,0.012614,0.012416,0.012356,0.000005
109,14.21,14.20,0.012436,0.012147,0.012147,0.000005
110,14.26,14.20,0.012517,0.012556,0.012147,0.000005
111,14.16,14.20,0.012374,0.012265,0.012147,0.000005
112,14.29,14.20,0.012344,0.012385,0.012147,0.000005
113,14.17,14.20,0.012281,0.012465,0.012147,0.000005
114,14.24,14.20,0.012307,0.012892,0.012147,0.000005
115,14.21,14.20,0.012184,0.011946,0.011946,0.000005
116,14.21,14.20,0.012145,0.012668,0.011946,0.000005
117,14.30,14.20,0.012134,0.012229,0.011946,0.000005
118,14.14,14.20,0.012000,0.012075,0.011946,0.000005
119,14.32,14.20,0.011943,0.011925,0.011925,0.000005
120,14.19,14.20,0.011881,0.012253,0.011925,0.000005
